Date,Rate,High (est),Low (est)
2008-04-01,1.5734,1.5919,1.5552
2008-03-31,1.57942,1.5983,1.5608
2008-03-28,1.57907,0.0,0.0
2008-03-27,1.5757,1.5938,1.5578
2008-03-26,1.56233,0.0,0.0
2008-03-25,1.54808,0.0,0.0
2008-03-24,1.54159,1.5596,1.5238
2008-03-21,1.54717,1.5664,1.5282
2008-03-20,1.55895,0.0,0.0
2008-03-19,1.57095,1.5899,1.5522
2008-03-18,1.57669,1.5957,1.5579
2008-03-17,1.57148,1.5909,1.5523
2008-03-14,1.55953,1.579,1.5403
2008-03-13,1.55125,1.5705,1.5322
2008-03-12,1.53917,0.0,0.0
2008-03-11,1.53644,0.0,0.0
2008-03-10,1.53729,1.5543,1.5204
2008-03-07,1.53548,1.5528,1.5184
2008-03-06,1.52721,0.0,0.0
2008-03-05,1.52091,1.5399,1.5022
2008-03-04,1.52006,1.5386,1.5018
2008-03-03,1.51955,1.5377,1.5016
2008-02-29,1.51655,0.0,0.0
2008-02-28,1.50918,0.0,0.0
2008-02-27,1.49693,1.5142,1.4799
2008-02-26,1.484,0.0,0.0
2008-02-25,1.48203,1.5003,1.464
2008-02-22,1.47884,0.0,0.0
2008-02-21,1.47261,1.4893,1.4561
2008-02-20,1.46857,0.0,0.0
2008-02-19,1.46857,0.0,0.0
2008-02-18,1.46595,0.0,0.0
2008-02-15,1.46345,1.4808,1.4463
2008-02-14,1.45876,1.4769,1.4409
2008-02-13,1.45602,1.4726,1.4397
2008-02-12,1.45352,1.471,1.4362
2008-02-11,1.45149,0.0,0.0
2008-02-08,1.45266,0.0,0.0
2008-02-07,1.4605,1.4774,1.4438
2008-02-06,1.46807,0.0,0.0
2008-02-05,1.47746,1.4942,1.4609
2008-02-04,1.4832,1.5013,1.4653
2008-02-01,1.48582,0.0,0.0
2008-01-31,1.48273,1.4993,1.4663
2008-01-30,1.47793,1.4951,1.461
2008-01-29,1.47509,1.4917,1.4587
2008-01-28,1.47212,1.4884,1.456
2008-01-25,1.47052,1.4888,1.4525
2008-01-24,1.4636,1.4811,1.4463
2008-01-23,1.45621,1.4738,1.4388
2008-01-22,1.44986,1.4679,1.432
2008-01-21,1.45629,1.474,1.4388
2008-01-18,1.46478,1.4816,1.4482
2008-01-17,1.47081,0.0,0.0
2008-01-16,1.48138,1.4998,1.4632
2008-01-15,1.48605,1.5039,1.4684
2008-01-14,1.48268,0.0,0.0
2008-01-11,1.47584,1.4941,1.4578
2008-01-10,1.46973,0.0,0.0
2008-01-09,1.47025,0.0,0.0
2008-01-08,1.47088,0.0,0.0
2008-01-07,1.47266,0.0,0.0
2008-01-04,1.47381,1.4911,1.4567
2008-01-03,1.47005,1.487,1.4533
2008-01-02,1.46334,1.4807,1.4462
2008-01-01,1.46306,1.481,1.4453
2007-12-31,1.46834,0.0,0.0
2007-12-28,1.46045,0.0,0.0
2007-12-27,1.44906,1.466,1.4323
2007-12-26,1.44207,0.0,0.0
2007-12-25,1.43946,0.0,0.0
2007-12-24,1.43793,1.4548,1.4213
2007-12-21,1.43594,1.4522,1.4199
2007-12-20,1.43751,0.0,0.0
2007-12-19,1.43992,0.0,0.0
2007-12-18,1.44006,1.4563,1.424
2007-12-17,1.44616,0.0,0.0
2007-12-14,1.46097,0.0,0.0
2007-12-13,1.46836,0.0,0.0
2007-12-12,1.46901,1.4867,1.4516
2007-12-11,1.46958,1.4872,1.4521
2007-12-10,1.46598,1.4827,1.4495
2007-12-07,1.46227,0.0,0.0
2007-12-06,1.4648,0.0,0.0
2007-12-05,1.4712,1.4881,1.4545
2007-12-04,1.4681,0.0,0.0
2007-12-03,1.46892,1.4853,1.4527
2007-11-30,1.47584,1.4925,1.4593
2007-11-29,1.48174,0.0,0.0
2007-11-28,1.48174,0.0,0.0
2007-11-27,1.4851,1.5033,1.4671
2007-11-26,1.48469,0.0,0.0
2007-11-23,1.48548,1.504,1.4672
2007-11-22,1.48387,0.0,0.0
2007-11-21,1.47873,1.4964,1.4612
2007-11-20,1.47,0.0,0.0
2007-11-19,1.46481,0.0,0.0
2007-11-16,1.46359,0.0,0.0
2007-11-15,1.46533,1.4823,1.4486
2007-11-14,1.46296,1.4792,1.4469
2007-11-13,1.45908,1.4753,1.4431
2007-11-12,1.46381,1.4813,1.4465
2007-11-09,1.468,1.4862,1.45
2007-11-08,1.46475,1.4817,1.448
2007-11-07,1.45875,0.0,0.0
2007-11-06,1.45036,1.467,1.4339
2007-11-05,1.44776,1.4647,1.431
2007-11-02,1.44594,1.4633,1.4288
2007-11-01,1.44508,1.4625,1.4279
2007-10-31,1.44333,0.0,0.0
2007-10-30,1.44118,0.0,0.0
2007-10-29,1.43914,1.456,1.4225
2007-10-26,1.43284,1.4496,1.4163
2007-10-25,1.42694,1.4437,1.4104
2007-10-24,1.42329,1.4405,1.4062
2007-10-23,1.42307,0.0,0.0
2007-10-22,1.42697,0.0,0.0
2007-10-19,1.42736,1.4448,1.4101
2007-10-18,1.42259,1.439,1.4063
2007-10-17,1.41834,1.4355,1.4014
2007-10-16,1.41886,0.0,0.0
2007-10-15,1.41922,0.0,0.0
2007-10-12,1.41834,1.4349,1.402
2007-10-11,1.41591,0.0,0.0
2007-10-10,1.40973,0.0,0.0
2007-10-09,1.40699,1.4232,1.391
2007-10-08,1.41133,1.4284,1.3944
2007-10-05,1.41214,1.4282,1.3963
2007-10-04,1.41277,0.0,0.0
2007-10-03,1.4173,0.0,0.0
2007-10-02,1.42133,1.4378,1.4051
2007-10-01,1.42245,0.0,0.0
2007-09-28,1.41715,1.4335,1.401
2007-09-27,1.41403,0.0,0.0
2007-09-26,1.41196,0.0,0.0
2007-09-25,1.40994,0.0,0.0
2007-09-24,1.40915,1.4265,1.392
2007-09-21,1.40535,0.0,0.0
2007-09-20,1.40011,1.417,1.3834
2007-09-19,1.39311,0.0,0.0
2007-09-18,1.38712,0.0,0.0
2007-09-17,1.38707,1.4043,1.3701
2007-09-14,1.38809,0.0,0.0
2007-09-13,1.38838,1.4049,1.3721
2007-09-12,1.38443,1.4012,1.3678
2007-09-11,1.38003,0.0,0.0
2007-09-10,1.37567,0.0,0.0
2007-09-07,1.36917,1.3847,1.3538
2007-09-06,1.36432,1.3794,1.3494
2007-09-05,1.36103,1.3768,1.3455
2007-09-04,1.36151,0.0,0.0
2007-09-03,1.36405,1.3797,1.3485
2007-08-31,1.36517,1.381,1.3495
2007-08-30,1.36337,0.0,0.0
2007-08-29,1.36236,1.3781,1.3468
2007-08-28,1.36491,0.0,0.0
2007-08-27,1.36375,0.0,0.0
2007-08-24,1.3582,0.0,0.0
2007-08-23,1.35291,0.0,0.0
2007-08-22,1.34841,1.3647,1.3323
2007-08-21,1.3482,1.3634,1.3331
2007-08-20,1.3473,1.3636,1.3312
2007-08-17,1.34364,1.3596,1.3278
2007-08-16,1.3449,0.0,0.0
2007-08-15,1.35328,1.369,1.3377
2007-08-14,1.36195,0.0,0.0
2007-08-13,1.36697,1.3824,1.3517
2007-08-10,1.37065,0.0,0.0
2007-08-09,1.37603,1.3924,1.3598
2007-08-08,1.37757,0.0,0.0
2007-08-07,1.37964,1.3958,1.3637
2007-08-06,1.37762,0.0,0.0
2007-08-03,1.3703,1.3856,1.3552
2007-08-02,1.36688,0.0,0.0
2007-08-01,1.36801,1.3848,1.3514
2007-07-31,1.36864,1.3852,1.3523
2007-07-30,1.36705,1.3829,1.3514
2007-07-27,1.37068,1.386,1.3556
2007-07-26,1.37411,1.3895,1.3589
2007-07-25,1.37892,1.3961,1.3619
2007-07-24,1.38234,0.0,0.0
2007-07-23,1.38164,0.0,0.0
2007-07-20,1.38061,1.3959,1.3655
2007-07-19,1.38044,1.3969,1.3641
2007-07-18,1.37914,1.3953,1.3632
2007-07-17,1.37815,1.3942,1.3623
2007-07-16,1.37844,0.0,0.0
2007-07-13,1.37783,0.0,0.0
2007-07-12,1.37619,0.0,0.0
2007-07-11,1.37161,1.3879,1.3555
2007-07-10,1.36429,1.3807,1.348
2007-07-09,1.36164,1.3772,1.3463
2007-07-06,1.36067,1.3768,1.3447
2007-07-05,1.36154,0.0,0.0
2007-07-04,1.36156,1.3772,1.3461
2007-07-03,1.35977,0.0,0.0
2007-07-02,1.35342,1.3683,1.3387
2007-06-29,1.34691,1.3619,1.3321
2007-06-28,1.34534,0.0,0.0
2007-06-27,1.34492,0.0,0.0
2007-06-26,1.34407,0.0,0.0
2007-06-25,1.34407,0.0,0.0
2007-06-22,1.34042,1.3562,1.3248
2007-06-21,1.34053,1.357,1.3243
2007-06-20,1.34217,0.0,0.0
2007-06-19,1.34102,1.3566,1.3256
2007-06-18,1.33757,1.3529,1.3224
2007-06-15,1.33223,1.3469,1.3177
2007-06-14,1.33032,1.3456,1.3152
2007-06-13,1.33142,0.0,0.0
2007-06-12,1.33476,1.3496,1.3201
2007-06-11,1.33659,1.3522,1.3212
2007-06-08,1.34255,0.0,0.0
2007-06-07,1.34955,0.0,0.0
2007-06-06,1.35132,1.368,1.3348
2007-06-05,1.34917,1.3657,1.3329
2007-06-04,1.34555,1.3617,1.3296
2007-06-01,1.34433,1.3607,1.3281
2007-05-31,1.34405,0.0,0.0
2007-05-30,1.34474,0.0,0.0
2007-05-29,1.34588,1.362,1.3299
2007-05-28,1.3447,1.3612,1.3284
2007-05-25,1.34397,1.3592,1.3289
2007-05-24,1.34507,1.3611,1.3292
2007-05-23,1.34717,0.0,0.0
2007-05-22,1.34717,0.0,0.0
2007-05-21,1.34918,0.0,0.0
2007-05-18,1.35011,0.0,0.0
2007-05-17,1.35367,1.3699,1.3376
2007-05-16,1.35694,1.3732,1.3409
2007-05-15,1.35509,0.0,0.0
2007-05-14,1.35247,1.3692,1.3359
2007-05-11,1.35036,0.0,0.0
2007-05-10,1.35312,1.3681,1.3383
2007-05-09,1.35557,1.3724,1.339
2007-05-08,1.3589,1.3754,1.3425
2007-05-07,1.35921,1.3753,1.3433
2007-05-04,1.35751,1.3725,1.3427
2007-05-03,1.36085,0.0,0.0
2007-05-02,1.36085,0.0,0.0
2007-05-01,1.36357,0.0,0.0
2007-04-30,1.36265,1.3783,1.3472
2007-04-27,1.36204,1.3771,1.3471
2007-04-26,1.36319,1.379,1.3476
2007-04-25,1.36206,1.3778,1.3465
2007-04-24,1.35826,1.3748,1.3419
2007-04-23,1.35916,1.3745,1.3439
2007-04-20,1.36062,1.3765,1.3449
2007-04-19,1.3593,0.0,0.0
2007-04-18,1.35717,1.3735,1.3411
2007-04-17,1.35501,1.3716,1.3387
2007-04-16,1.3539,0.0,0.0
2007-04-13,1.34966,1.3664,1.3332
2007-04-12,1.34471,0.0,0.0
2007-04-11,1.34193,0.0,0.0
2007-04-10,1.33919,0.0,0.0
2007-04-09,1.33815,0.0,0.0
2007-04-06,1.33992,1.3552,1.3248
2007-04-05,1.33713,0.0,0.0
2007-04-04,1.33533,0.0,0.0
2007-04-03,1.33616,1.3525,1.32
2007-04-02,1.33517,1.3512,1.3193
2007-03-30,1.33321,1.3493,1.3173
2007-03-29,1.33341,1.3485,1.3185
2007-03-28,1.33429,0.0,0.0
2007-03-27,1.33182,0.0,0.0
2007-03-26,1.32983,1.3463,1.3135
2007-03-23,1.33384,0.0,0.0
2007-03-22,1.33473,0.0,0.0
2007-03-21,1.33083,1.3469,1.3149
2007-03-20,1.33001,1.3463,1.3139
2007-03-19,1.33017,0.0,0.0
2007-03-16,1.32717,1.3434,1.3111
2007-03-15,1.32156,0.0,0.0
2007-03-14,1.3197,1.3358,1.3038
2007-03-13,1.31731,1.3334,1.3014
2007-03-12,1.31421,0.0,0.0
2007-03-09,1.31437,1.3308,1.2982
2007-03-08,1.31487,1.3308,1.2991
2007-03-07,1.31209,0.0,0.0
2007-03-06,1.31169,0.0,0.0
2007-03-05,1.31498,1.3311,1.2991
2007-03-02,1.31885,1.3346,1.3033
2007-03-01,1.32164,1.3369,1.3065
2007-02-28,1.32123,0.0,0.0
2007-02-27,1.3193,0.0,0.0
2007-02-26,1.31581,0.0,0.0
2007-02-23,1.31287,1.3286,1.2974
2007-02-22,1.31274,1.3288,1.2968
2007-02-21,1.31448,0.0,0.0
2007-02-20,1.31512,0.0,0.0
2007-02-19,1.31409,0.0,0.0
2007-02-16,1.31333,0.0,0.0
2007-02-15,1.31139,1.3274,1.2955
2007-02-14,1.30417,1.3192,1.2893
2007-02-13,1.29907,1.3141,1.2842
2007-02-12,1.30032,0.0,0.0
2007-02-09,1.30174,1.3167,1.287
2007-02-08,1.30043,1.3148,1.2862
2007-02-07,1.29716,1.3122,1.2823
2007-02-06,1.29407,1.3088,1.2795
2007-02-05,1.29656,1.3127,1.2806
2007-02-02,1.30156,0.0,0.0
2007-02-01,1.30033,1.3152,1.2857
2007-01-31,1.29632,1.3123,1.2806
2007-01-30,1.29452,1.3089,1.2803
2007-01-29,1.29379,0.0,0.0
2007-01-26,1.29379,1.3098,1.278
2007-01-25,1.29828,0.0,0.0
2007-01-24,1.29959,1.314,1.2853
2007-01-23,1.29726,0.0,0.0
2007-01-22,1.29627,1.3111,1.2816
2007-01-19,1.29609,0.0,0.0
2007-01-18,1.29399,0.0,0.0
2007-01-17,1.29328,1.3085,1.2782
2007-01-16,1.294,1.3089,1.2792
2007-01-15,1.29243,1.3082,1.2768
2007-01-12,1.292,0.0,0.0
2007-01-11,1.29548,1.3104,1.2807
2007-01-10,1.29948,0.0,0.0
2007-01-09,1.30197,1.3168,1.2873
2007-01-08,1.30303,0.0,0.0
2007-01-05,1.30915,0.0,0.0
2007-01-04,1.31749,1.3339,1.3012
2007-01-03,1.32484,1.3413,1.3086
2007-01-02,1.32324,1.3398,1.3069
2007-01-01,1.31861,1.3337,1.3037
2006-12-29,1.31549,0.0,0.0
2006-12-28,1.31361,0.0,0.0
2006-12-27,1.31323,1.3289,1.2977
2006-12-26,1.31318,0.0,0.0
2006-12-25,1.31496,1.3307,1.2994
2006-12-22,1.31797,1.3338,1.3023
2006-12-21,1.31916,1.3345,1.304
2006-12-20,1.31824,1.3335,1.3032
2006-12-19,1.31181,1.327,1.2968
2006-12-18,1.31046,1.3254,1.2957
2006-12-15,1.31579,0.0,0.0
2006-12-14,1.32232,0.0,0.0
2006-12-13,1.32547,1.3413,1.3098
2006-12-12,1.32269,1.3391,1.3065
2006-12-11,1.32225,1.338,1.3067
2006-12-08,1.32854,1.3444,1.3129
2006-12-07,1.32992,0.0,0.0
2006-12-06,1.33132,1.3473,1.3155
2006-12-05,1.33248,0.0,0.0
2006-12-04,1.33014,1.3453,1.3152
2006-12-01,1.32368,1.3385,1.309
2006-11-30,1.31849,1.3342,1.3029
2006-11-29,1.31643,0.0,0.0
2006-11-28,1.31401,0.0,0.0
2006-11-27,1.30873,0.0,0.0
2006-11-24,1.299,0.0,0.0
2006-11-23,1.29216,1.3074,1.2771
2006-11-22,1.28576,1.3013,1.2703
2006-11-21,1.28231,1.297,1.2677
2006-11-20,1.28158,0.0,0.0
2006-11-17,1.28018,0.0,0.0
2006-11-16,1.28134,1.2959,1.2669
2006-11-15,1.28137,0.0,0.0
2006-11-14,1.28288,1.2985,1.2674
2006-11-13,1.28482,1.2994,1.2704
2006-11-10,1.283,1.299,1.2672
2006-11-09,1.27789,1.2924,1.2636
2006-11-08,1.27711,1.2918,1.2626
2006-11-07,1.27417,1.2882,1.2603
2006-11-06,1.27276,0.0,0.0
2006-11-03,1.27578,1.2908,1.2609
2006-11-02,1.27614,1.2902,1.2622
2006-11-01,1.27464,1.2887,1.2608
2006-10-31,1.27224,1.2876,1.2571
2006-10-30,1.27171,1.286,1.2576
2006-10-27,1.26827,0.0,0.0
2006-10-26,1.26223,1.2779,1.2468
2006-10-25,1.25655,1.2722,1.2411
2006-10-24,1.25608,1.2702,1.2421
2006-10-23,1.2598,0.0,0.0
2006-10-20,1.26008,0.0,0.0
2006-10-19,1.25536,0.0,0.0
2006-10-18,1.25374,0.0,0.0
2006-10-17,1.25283,1.2671,1.2387
2006-10-16,1.25239,1.2674,1.2375
2006-10-13,1.25417,1.2691,1.2394
2006-10-12,1.25375,1.2681,1.2396
2006-10-11,1.25515,0.0,0.0
2006-10-10,1.25802,1.2724,1.2438
2006-10-09,1.26217,0.0,0.0
2006-10-06,1.26735,1.283,1.2519
2006-10-05,1.27042,1.2857,1.2553
2006-10-04,1.27197,1.2869,1.2572
2006-10-03,1.27252,1.2883,1.257
2006-10-02,1.26937,0.0,0.0
2006-09-29,1.26951,1.2851,1.2541
2006-09-28,1.27039,0.0,0.0
2006-09-27,1.27045,1.2855,1.2556
2006-09-26,1.27436,1.2896,1.2593
2006-09-25,1.27871,1.2932,1.2644
2006-09-22,1.27725,1.2921,1.2626
2006-09-21,1.27105,1.2859,1.2564
2006-09-20,1.26859,1.2842,1.2531
2006-09-19,1.26814,0.0,0.0
2006-09-18,1.26751,1.2828,1.2524
2006-09-15,1.26989,1.2857,1.2543
2006-09-14,1.26997,1.2857,1.2544
2006-09-13,1.26945,1.2834,1.2556
2006-09-12,1.26993,1.2855,1.2545
2006-09-11,1.26959,0.0,0.0
2006-09-08,1.27344,1.2884,1.2587
2006-09-07,1.27923,0.0,0.0
2006-09-06,1.28184,0.0,0.0
2006-09-05,1.28429,0.0,0.0
2006-09-04,1.28396,0.0,0.0
2006-09-01,1.28184,1.2967,1.2672
2006-08-31,1.28306,1.299,1.2673
2006-08-30,1.28196,0.0,0.0
2006-08-29,1.27975,1.2948,1.2649
2006-08-28,1.27786,0.0,0.0
2006-08-25,1.27727,1.2924,1.2623
2006-08-24,1.27943,0.0,0.0
2006-08-23,1.28203,1.2962,1.2681
2006-08-22,1.28597,1.3005,1.2717
2006-08-21,1.28587,0.0,0.0
2006-08-18,1.28354,1.2978,1.2695
2006-08-17,1.28357,0.0,0.0
2006-08-16,1.27844,1.2938,1.2632
2006-08-15,1.2741,1.2884,1.2599
2006-08-14,1.27491,0.0,0.0
2006-08-11,1.27959,1.2953,1.264
2006-08-10,1.28436,1.2997,1.2692
2006-08-09,1.2838,1.2986,1.2692
2006-08-08,1.28469,0.0,0.0
2006-08-07,1.28518,1.3001,1.2704
2006-08-04,1.28073,1.2949,1.2667
2006-08-03,1.27916,1.2937,1.2648
2006-08-02,1.27929,1.2941,1.2647
2006-08-01,1.27616,1.2902,1.2623
2006-07-31,1.27401,1.2881,1.2601
2006-07-28,1.27123,1.287,1.2556
2006-07-27,1.26766,0.0,0.0
2006-07-26,1.26093,0.0,0.0
2006-07-25,1.26337,0.0,0.0
2006-07-24,1.26532,0.0,0.0
2006-07-21,1.2643,0.0,0.0
2006-07-20,1.25808,1.2737,1.2427
2006-07-19,1.25179,1.2662,1.2376
2006-07-18,1.2545,0.0,0.0
2006-07-17,1.26167,0.0,0.0
2006-07-14,1.26821,0.0,0.0
2006-07-13,1.27157,1.2869,1.2565
2006-07-12,1.27407,1.2898,1.2585
2006-07-11,1.27563,0.0,0.0
2006-07-10,1.27827,0.0,0.0
2006-07-07,1.27711,0.0,0.0
2006-07-06,1.27519,0.0,0.0
2006-07-05,1.27806,1.2923,1.264
2006-07-04,1.27975,1.2948,1.2649
2006-07-03,1.27618,0.0,0.0
2006-06-30,1.26595,1.2812,1.2509
2006-06-29,1.25548,1.2698,1.2413
2006-06-28,1.25739,1.2715,1.2434
2006-06-27,1.25734,1.2717,1.2431
2006-06-26,1.25453,1.2693,1.2399
2006-06-23,1.25794,1.2725,1.2436
2006-06-22,1.26273,1.2783,1.2473
2006-06-21,1.26061,0.0,0.0
2006-06-20,1.25817,1.2738,1.2427
2006-06-19,1.26115,1.2765,1.246
2006-06-16,1.26314,0.0,0.0
2006-06-15,1.26009,1.2756,1.2448
2006-06-14,1.25766,1.2731,1.2424
2006-06-13,1.25888,1.2737,1.2442
2006-06-12,1.26236,1.2781,1.2469
2006-06-09,1.26815,1.2824,1.254
2006-06-08,1.27647,1.292,1.2612
2006-06-07,1.28353,1.2984,1.2689
2006-06-06,1.29031,0.0,0.0
2006-06-05,1.29066,0.0,0.0
2006-06-02,1.28249,1.2984,1.2667
2006-06-01,1.28143,0.0,0.0
2006-05-31,1.28473,1.3,1.2696
2006-05-30,1.27969,1.2947,1.2648
2006-05-29,1.27595,1.2905,1.2615
2006-05-26,1.27754,0.0,0.0
2006-05-25,1.27826,1.2929,1.2637
2006-05-24,1.28226,1.2964,1.2683
2006-05-23,1.28234,1.2965,1.2684
2006-05-22,1.27831,0.0,0.0
2006-05-19,1.27888,1.2944,1.2636
2006-05-18,1.27994,1.2953,1.2648
2006-05-17,1.28329,1.2981,1.2687
2006-05-16,1.28405,1.2988,1.2695
2006-05-15,1.28774,0.0,0.0
2006-05-12,1.28337,0.0,0.0
2006-05-11,1.27708,0.0,0.0
2006-05-10,1.2752,0.0,0.0
2006-05-09,1.27214,0.0,0.0
2006-05-08,1.27249,0.0,0.0
2006-05-05,1.26818,1.2831,1.2534
2006-05-04,1.26339,1.2791,1.2478
2006-05-03,1.26201,0.0,0.0
2006-05-02,1.26128,0.0,0.0
2006-05-01,1.25998,1.2748,1.2453
2006-04-28,1.25231,1.267,1.2378
2006-04-27,1.24518,1.2593,1.2313
2006-04-26,1.24158,1.2566,1.2267
2006-04-25,1.23852,0.0,0.0
2006-04-24,1.2351,0.0,0.0
2006-04-21,1.23272,1.248,1.2176
2006-04-20,1.23466,1.2489,1.2205
2006-04-19,1.23201,1.2463,1.2179
2006-04-18,1.2241,0.0,0.0
2006-04-17,1.21647,0.0,0.0
2006-04-14,1.2108,0.0,0.0
2006-04-13,1.21175,0.0,0.0
2006-04-12,1.21306,1.2279,1.1984
2006-04-11,1.21146,0.0,0.0
2006-04-10,1.2135,0.0,0.0
2006-04-07,1.22134,0.0,0.0
2006-04-06,1.22713,1.2417,1.2127
2006-04-05,1.22381,1.2383,1.2095
2006-04-04,1.21482,1.229,1.2008
2006-04-03,1.21064,1.2253,1.1961
2006-03-31,1.2112,0.0,0.0
2006-03-30,1.20501,0.0,0.0
2006-03-29,1.20216,0.0,0.0
2006-03-28,1.20362,0.0,0.0
2006-03-27,1.20131,1.2146,1.1881
2006-03-24,1.20056,1.2148,1.1865
2006-03-23,1.20632,0.0,0.0
2006-03-22,1.21056,1.2245,1.1968
2006-03-21,1.21498,0.0,0.0
2006-03-20,1.21754,0.0,0.0
2006-03-17,1.21421,0.0,0.0
2006-03-16,1.20668,1.2206,1.1929
2006-03-15,1.20076,0.0,0.0
2006-03-14,1.19593,0.0,0.0
2006-03-13,1.19229,0.0,0.0
2006-03-10,1.19137,0.0,0.0
2006-03-09,1.19184,0.0,0.0
2006-03-08,1.19227,0.0,0.0
2006-03-07,1.19882,0.0,0.0
2006-03-06,1.20389,0.0,0.0
2006-03-03,1.19968,1.2143,1.1852
2006-03-02,1.194,0.0,0.0
2006-03-01,1.19106,0.0,0.0
2006-02-28,1.1867,1.2015,1.1721
2006-02-27,1.1875,0.0,0.0
2006-02-24,1.19113,1.2058,1.1767
2006-02-23,1.19151,0.0,0.0
2006-02-22,1.1911,1.2057,1.1766
2006-02-21,1.19305,0.0,0.0
2006-02-20,1.19258,0.0,0.0
2006-02-17,1.18879,1.2029,1.1749
2006-02-16,1.18918,0.0,0.0
2006-02-15,1.19081,0.0,0.0
2006-02-14,1.19006,1.2044,1.1759
2006-02-13,1.19247,1.2065,1.1786
2006-02-10,1.19706,0.0,0.0
2006-02-09,1.19688,0.0,0.0
2006-02-08,1.19697,0.0,0.0
2006-02-07,1.19839,1.2132,1.1838
2006-02-06,1.20245,1.2174,1.1877
2006-02-03,1.20674,1.2211,1.1925
2006-02-02,1.20897,1.224,1.1941
2006-02-01,1.21204,1.2257,1.1985
2006-01-31,1.21045,0.0,0.0
2006-01-30,1.21309,1.2275,1.1988
2006-01-27,1.22157,1.236,1.2073
2006-01-26,1.22606,0.0,0.0
2006-01-25,1.22809,0.0,0.0
2006-01-24,1.22697,1.2417,1.2124
2006-01-23,1.21855,1.2335,1.2038
2006-01-20,1.20906,1.2227,1.1955
2006-01-19,1.20992,1.225,1.1951
2006-01-18,1.21044,1.224,1.197
2006-01-17,1.21117,0.0,0.0
2006-01-16,1.21027,0.0,0.0
2006-01-13,1.20793,1.2229,1.1931
2006-01-12,1.21018,1.2252,1.1953
2006-01-11,1.20782,0.0,0.0
2006-01-10,1.20881,0.0,0.0
2006-01-09,1.21072,0.0,0.0
2006-01-06,1.21072,0.0,0.0
2006-01-05,1.2019,1.2156,1.1884
2006-01-04,1.1864,1.1996,1.1733
2006-01-03,1.18407,0.0,0.0
2006-01-02,1.18466,1.1993,1.1702
2005-12-30,1.18547,0.0,0.0
2005-12-29,1.18641,1.1997,1.1733
2005-12-28,1.18529,0.0,0.0
2005-12-27,1.18606,0.0,0.0
2005-12-26,1.18569,0.0,0.0
2005-12-23,1.18481,0.0,0.0
2005-12-22,1.19014,1.2033,1.1771
2005-12-21,1.19833,1.2118,1.185
2005-12-20,1.20056,0.0,0.0
2005-12-19,1.20056,1.2153,1.186
2005-12-16,1.19963,0.0,0.0
2005-12-15,1.19781,0.0,0.0
2005-12-14,1.19119,0.0,0.0
2005-12-13,1.18448,1.1989,1.1702
2005-12-12,1.17903,1.1928,1.1655
2005-12-09,1.17538,1.1883,1.1626
2005-12-08,1.1767,0.0,0.0
2005-12-07,1.17617,0.0,0.0
2005-12-06,1.17224,1.1853,1.1593
2005-12-05,1.17364,1.1873,1.1601
2005-12-02,1.17726,1.1919,1.1628
2005-12-01,1.17955,0.0,0.0
2005-11-30,1.17829,1.192,1.1648
2005-11-29,1.17218,0.0,0.0
2005-11-28,1.17241,1.1866,1.1584
2005-11-25,1.17492,1.1882,1.1618
2005-11-24,1.18,0.0,0.0
2005-11-23,1.18164,1.1954,1.1681
2005-11-22,1.17804,1.1918,1.1645
2005-11-21,1.17421,1.1874,1.1611
2005-11-18,1.17638,0.0,0.0
2005-11-17,1.17266,1.187,1.1584
2005-11-16,1.16922,1.1831,1.1555
2005-11-15,1.1714,1.1846,1.1584
2005-11-14,1.17071,1.1845,1.157
2005-11-11,1.17129,1.1842,1.1585
2005-11-10,1.1717,1.1848,1.1588
2005-11-09,1.17735,1.1919,1.1629
2005-11-08,1.17914,1.1921,1.1663
2005-11-07,1.18149,1.1947,1.1684
2005-11-04,1.18667,1.2009,1.1726
2005-11-03,1.19943,0.0,0.0
2005-11-02,1.20504,1.2194,1.1909
2005-11-01,1.20347,0.0,0.0
2005-10-31,1.20676,1.2206,1.1931
2005-10-28,1.20923,1.224,1.1946
2005-10-27,1.21137,1.2264,1.1965
2005-10-26,1.20787,1.2224,1.1935
2005-10-25,1.20557,1.2204,1.1909
2005-10-24,1.197,1.2112,1.183
2005-10-21,1.19726,1.2118,1.1829
2005-10-20,1.20103,1.2153,1.1869
2005-10-19,1.19876,1.2137,1.184
2005-10-18,1.19863,0.0,0.0
2005-10-17,1.20494,0.0,0.0
2005-10-14,1.20669,1.2203,1.1932
2005-10-13,1.20314,0.0,0.0
2005-10-12,1.20143,1.2161,1.1869
2005-10-11,1.20204,0.0,0.0
2005-10-10,1.20877,1.2222,1.1955
2005-10-07,1.21468,0.0,0.0
2005-10-06,1.2102,1.2243,1.1963
2005-10-05,1.19485,1.2081,1.1817
2005-10-04,1.19207,1.2053,1.179
2005-10-03,1.19555,1.2091,1.1822
2005-09-30,1.20292,1.2177,1.1883
2005-09-29,1.20429,0.0,0.0
2005-09-28,1.20296,1.2179,1.1882
2005-09-27,1.20366,0.0,0.0
2005-09-26,1.20637,1.221,1.1919
2005-09-23,1.20876,0.0,0.0
2005-09-22,1.21729,1.2319,1.2029
2005-09-21,1.21768,0.0,0.0
2005-09-20,1.21356,1.2282,1.1991
2005-09-19,1.2181,1.2326,1.2038
2005-09-16,1.22305,1.2381,1.2082
2005-09-15,1.22444,1.2393,1.2098
