Date,Rate,High (est),Low (est)
2013-05-03,1.31105,1.3258,1.2965
2013-05-02,1.31559,0.0,0.0
2013-05-01,1.3158,1.3322,1.2996
2013-04-30,1.30968,1.3249,1.2946
2013-04-29,1.30543,1.3199,1.2911
2013-04-26,1.30264,1.3177,1.2877
2013-04-25,1.30226,1.3182,1.2865
2013-04-24,1.30099,0.0,0.0
2013-04-23,1.30342,1.3185,1.2885
2013-04-22,1.30611,0.0,0.0
2013-04-19,1.30632,0.0,0.0
2013-04-18,1.30813,0.0,0.0
2013-04-17,1.31174,0.0,0.0
2013-04-16,1.30914,0.0,0.0
2013-04-15,1.30837,1.3241,1.2928
2013-04-12,1.30908,0.0,0.0
2013-04-11,1.30864,1.3236,1.2939
2013-04-10,1.30705,0.0,0.0
2013-04-09,1.3033,0.0,0.0
2013-04-08,1.29854,0.0,0.0
2013-04-05,1.29138,0.0,0.0
2013-04-04,1.28386,0.0,0.0
2013-04-03,1.28312,1.2973,1.2691
2013-04-02,1.28329,1.2978,1.2689
2013-04-01,1.28171,1.2963,1.2673
2013-03-29,1.28116,1.2959,1.2666
2013-03-28,1.28052,1.2954,1.2658
2013-03-27,1.28335,1.298,1.2689
2013-03-26,1.29027,0.0,0.0
2013-03-25,1.29547,1.3114,1.2797
2013-03-22,1.29313,0.0,0.0
2013-03-21,1.29176,0.0,0.0
2013-03-20,1.2917,1.3063,1.2773
2013-03-19,1.29316,0.0,0.0
2013-03-18,1.297,1.3127,1.2815
2013-03-15,1.30103,0.0,0.0
2013-03-14,1.29792,1.3139,1.2821
2013-03-13,1.30137,1.3158,1.2871
2013-03-12,1.30203,1.3172,1.2871
2013-03-11,1.3029,1.3177,1.2883
2013-03-08,1.30519,0.0,0.0
2013-03-07,1.30317,0.0,0.0
2013-03-06,1.30356,0.0,0.0
2013-03-05,1.30247,0.0,0.0
2013-03-04,1.30218,0.0,0.0
2013-03-01,1.30716,1.3219,1.2926
2013-02-28,1.31075,1.3268,1.2949
2013-02-27,1.30781,1.3226,1.2932
2013-02-26,1.31192,1.3279,1.2962
2013-02-25,1.32022,1.336,1.3046
2013-02-22,1.32071,0.0,0.0
2013-02-21,1.32929,0.0,0.0
2013-02-20,1.33748,0.0,0.0
2013-02-19,1.33532,0.0,0.0
2013-02-18,1.33489,0.0,0.0
2013-02-15,1.33659,1.3522,1.3212
2013-02-14,1.34162,0.0,0.0
2013-02-13,1.34422,0.0,0.0
2013-02-12,1.34041,0.0,0.0
2013-02-11,1.33874,1.3538,1.3238
2013-02-08,1.34311,1.3583,1.3281
2013-02-07,1.35167,0.0,0.0
2013-02-06,1.35406,0.0,0.0
2013-02-05,1.35509,1.3702,1.3402
2013-02-04,1.36086,0.0,0.0
2013-02-01,1.36087,1.376,1.3459
2013-01-31,1.35508,1.3702,1.3401
2013-01-30,1.34987,1.3648,1.3351
2013-01-29,1.34556,1.3621,1.3292
2013-01-28,1.34395,1.3605,1.3276
2013-01-25,1.33848,1.354,1.3231
2013-01-24,1.33268,0.0,0.0
2013-01-23,1.33192,1.3478,1.3162
2013-01-22,1.33204,1.3472,1.317
2013-01-21,1.33307,0.0,0.0
2013-01-18,1.33427,0.0,0.0
2013-01-17,1.33135,1.3464,1.3165
2013-01-16,1.33142,0.0,0.0
2013-01-15,1.33582,1.3514,1.3204
2013-01-14,1.33374,0.0,0.0
2013-01-11,1.32273,1.3388,1.3068
2013-01-10,1.30997,1.3261,1.294
2013-01-09,1.30828,1.3242,1.2926
2013-01-08,1.30893,0.0,0.0
2013-01-07,1.30526,0.0,0.0
2013-01-04,1.30743,0.0,0.0
2013-01-03,1.31698,1.3327,1.3014
2013-01-02,1.32214,1.3382,1.3063
2013-01-01,1.31995,1.3361,1.304
2012-12-31,1.32118,0.0,0.0
2012-12-28,1.32309,0.0,0.0
2012-12-27,1.32266,1.3386,1.3069
2012-12-26,1.31948,1.334,1.3051
2012-12-25,1.31898,1.3351,1.303
2012-12-24,1.31965,0.0,0.0
2012-12-21,1.32134,1.3375,1.3054
2012-12-20,1.32407,0.0,0.0
2012-12-19,1.32275,1.3393,1.3064
2012-12-18,1.31763,1.334,1.3014
2012-12-17,1.31382,0.0,0.0
2012-12-14,1.30906,1.324,1.2943
2012-12-13,1.30554,1.3203,1.291
2012-12-12,1.30041,1.3152,1.2857
2012-12-11,1.29484,1.3105,1.2793
2012-12-10,1.29253,1.3085,1.2768
2012-12-07,1.29799,0.0,0.0
2012-12-06,1.30589,1.3203,1.2916
2012-12-05,1.30848,0.0,0.0
2012-12-04,1.30583,1.3209,1.291
2012-12-03,1.30199,0.0,0.0
2012-11-30,1.2985,0.0,0.0
2012-11-29,1.2952,1.3109,1.2797
2012-11-28,1.29404,0.0,0.0
2012-11-27,1.29643,1.3124,1.2807
2012-11-26,1.29428,0.0,0.0
2012-11-23,1.28929,1.3043,1.2745
2012-11-22,1.28383,1.2991,1.2687
2012-11-21,1.27902,0.0,0.0
2012-11-20,1.27902,1.2943,1.264
2012-11-19,1.27649,1.2922,1.261
2012-11-16,1.27514,1.2907,1.2597
2012-11-15,1.27441,0.0,0.0
2012-11-14,1.27173,1.2873,1.2563
2012-11-13,1.27041,1.2852,1.2558
2012-11-12,1.27248,1.288,1.2571
2012-11-09,1.27422,1.2889,1.2597
2012-11-08,1.27715,0.0,0.0
2012-11-07,1.28023,0.0,0.0
2012-11-06,1.28008,0.0,0.0
2012-11-05,1.28382,0.0,0.0
2012-11-02,1.29154,0.0,0.0
2012-11-01,1.29611,1.3107,1.2817
2012-10-31,1.29604,1.3122,1.2801
2012-10-30,1.29285,1.3079,1.278
2012-10-29,1.2921,0.0,0.0
2012-10-26,1.29497,0.0,0.0
2012-10-25,1.29734,1.313,1.2818
2012-10-24,1.2986,1.3143,1.2831
2012-10-23,1.30307,1.318,1.2883
2012-10-22,1.30502,0.0,0.0
2012-10-19,1.30688,1.3232,1.2908
2012-10-18,1.31038,0.0,0.0
2012-10-17,1.30707,1.3223,1.292
2012-10-16,1.29785,0.0,0.0
2012-10-15,1.2943,1.3095,1.2793
2012-10-12,1.29274,0.0,0.0
2012-10-11,1.28852,0.0,0.0
2012-10-10,1.28997,0.0,0.0
2012-10-09,1.29547,1.3098,1.2813
2012-10-08,1.29963,1.3154,1.2841
2012-10-05,1.29981,1.3149,1.2849
2012-10-04,1.29376,0.0,0.0
2012-10-03,1.29095,1.3055,1.2765
2012-10-02,1.28951,1.3045,1.2747
2012-10-01,1.28818,1.3026,1.2739
2012-09-28,1.28979,1.3044,1.2754
2012-09-27,1.28783,0.0,0.0
2012-09-26,1.28948,1.3047,1.2744
2012-09-25,1.29324,1.3089,1.2778
2012-09-24,1.29546,1.3113,1.2798
2012-09-21,1.29878,1.3138,1.2839
2012-09-20,1.30061,1.3168,1.2846
2012-09-19,1.30585,0.0,0.0
2012-09-18,1.30929,1.3238,1.2949
2012-09-17,1.30961,0.0,0.0
2012-09-14,1.30064,0.0,0.0
2012-09-13,1.29066,1.3051,1.2763
2012-09-12,1.28505,0.0,0.0
2012-09-11,1.27968,1.2947,1.2649
2012-09-10,1.27531,0.0,0.0
2012-09-07,1.26686,1.2815,1.2524
2012-09-06,1.25941,0.0,0.0
2012-09-05,1.25726,0.0,0.0
2012-09-04,1.25865,1.2728,1.2447
2012-09-03,1.25667,0.0,0.0
2012-08-31,1.2542,1.2683,1.2403
2012-08-30,1.25391,0.0,0.0
2012-08-29,1.25407,1.2684,1.2399
2012-08-28,1.25211,1.2677,1.2367
2012-08-27,1.2523,1.2674,1.2374
2012-08-24,1.25433,1.2694,1.2394
2012-08-23,1.25215,1.2666,1.2379
2012-08-22,1.24461,0.0,0.0
2012-08-21,1.23795,0.0,0.0
2012-08-20,1.23388,1.2489,1.219
2012-08-17,1.23307,1.2473,1.219
2012-08-16,1.23073,1.2449,1.2167
2012-08-15,1.23199,1.2464,1.2178
2012-08-14,1.23326,1.2475,1.2192
2012-08-13,1.23039,1.245,1.216
2012-08-10,1.23067,0.0,0.0
2012-08-09,1.23492,1.25,1.22
2012-08-08,1.23852,1.2535,1.2237
2012-08-07,1.24012,1.2547,1.2257
2012-08-06,1.23393,1.2477,1.2203
2012-08-03,1.22434,0.0,0.0
2012-08-02,1.22511,1.2402,1.2102
2012-08-01,1.22904,0.0,0.0
2012-07-31,1.22794,0.0,0.0
2012-07-30,1.22839,1.2419,1.215
2012-07-27,1.22641,1.2407,1.2123
2012-07-26,1.21646,0.0,0.0
2012-07-25,1.21048,0.0,0.0
2012-07-24,1.21058,0.0,0.0
2012-07-23,1.21565,1.2294,1.202
2012-07-20,1.2246,1.239,1.2103
2012-07-19,1.22778,1.2431,1.2127
2012-07-18,1.22738,1.242,1.213
2012-07-17,1.22621,0.0,0.0
2012-07-16,1.22291,1.2379,1.2081
2012-07-13,1.22125,0.0,0.0
2012-07-12,1.22316,0.0,0.0
2012-07-11,1.22684,1.2416,1.2123
2012-07-10,1.22892,1.2437,1.2143
2012-07-09,1.23165,0.0,0.0
2012-07-06,1.23998,0.0,0.0
2012-07-05,1.25083,1.2654,1.2364
2012-07-04,1.25791,1.2726,1.2434
2012-07-03,1.26018,1.2749,1.2456
2012-07-02,1.26012,0.0,0.0
2012-06-29,1.25355,1.2689,1.2384
2012-06-28,1.24693,0.0,0.0
2012-06-27,1.24894,0.0,0.0
2012-06-26,1.25033,1.2644,1.2364
2012-06-25,1.25267,1.2677,1.2378
2012-06-22,1.25887,0.0,0.0
2012-06-21,1.26614,0.0,0.0
2012-06-20,1.26663,0.0,0.0
2012-06-19,1.26375,0.0,0.0
2012-06-18,1.26414,0.0,0.0
2012-06-15,1.26104,1.275,1.2472
2012-06-14,1.25616,0.0,0.0
2012-06-13,1.25159,0.0,0.0
2012-06-12,1.25232,1.2672,1.2376
2012-06-11,1.25505,0.0,0.0
2012-06-08,1.25311,0.0,0.0
2012-06-07,1.25493,1.2705,1.2395
2012-06-06,1.24913,0.0,0.0
2012-06-05,1.24605,0.0,0.0
2012-06-04,1.24104,0.0,0.0
2012-06-01,1.23703,1.2524,1.2218
2012-05-31,1.24036,1.2549,1.226
2012-05-30,1.24713,1.2621,1.2324
2012-05-29,1.25405,1.2696,1.2386
2012-05-28,1.25582,1.2702,1.2416
2012-05-25,1.25515,0.0,0.0
2012-05-24,1.2595,1.2739,1.2453
2012-05-23,1.26887,0.0,0.0
2012-05-22,1.27722,1.2929,1.2617
2012-05-21,1.27481,0.0,0.0
2012-05-18,1.27081,1.2861,1.2557
2012-05-17,1.27212,1.2871,1.2573
2012-05-16,1.27573,1.29,1.2616
2012-05-15,1.28327,1.2981,1.2686
2012-05-14,1.28916,1.305,1.2735
2012-05-11,1.29371,1.3094,1.2782
2012-05-10,1.29561,0.0,0.0
2012-05-09,1.29909,0.0,0.0
2012-05-08,1.3023,1.3172,1.2876
2012-05-07,1.30586,1.3218,1.2902
2012-05-04,1.31379,0.0,0.0
2012-05-03,1.31618,0.0,0.0
2012-05-02,1.32089,0.0,0.0
2012-05-01,1.32414,0.0,0.0
2012-04-30,1.323,1.3394,1.3068
2012-04-27,1.32225,0.0,0.0
2012-04-26,1.32196,1.3375,1.3066
2012-04-25,1.31918,0.0,0.0
2012-04-24,1.31677,1.3318,1.3019
2012-04-23,1.31663,0.0,0.0
2012-04-20,1.31546,1.3312,1.2999
2012-04-19,1.31174,0.0,0.0
2012-04-18,1.3117,1.327,1.2966
2012-04-17,1.30996,0.0,0.0
2012-04-16,1.30889,0.0,0.0
2012-04-13,1.31441,1.3292,1.2998
2012-04-12,1.31302,0.0,0.0
2012-04-11,1.31037,0.0,0.0
2012-04-10,1.30923,0.0,0.0
2012-04-09,1.30785,1.3225,1.2933
2012-04-06,1.30875,0.0,0.0
2012-04-05,1.31327,0.0,0.0
2012-04-04,1.32309,0.0,0.0
2012-04-03,1.3328,1.3477,1.3181
2012-04-02,1.33384,0.0,0.0
2012-03-30,1.33248,0.0,0.0
2012-03-29,1.33103,1.3469,1.3153
2012-03-28,1.33327,1.3488,1.3179
2012-03-27,1.33217,0.0,0.0
2012-03-26,1.32656,1.3429,1.3104
2012-03-23,1.32192,0.0,0.0
2012-03-22,1.3215,1.336,1.3071
2012-03-21,1.32346,1.3383,1.3088
2012-03-20,1.32091,0.0,0.0
2012-03-19,1.31565,1.3304,1.301
2012-03-16,1.30887,1.3252,1.2927
2012-03-15,1.30526,0.0,0.0
2012-03-14,1.30839,0.0,0.0
2012-03-13,1.3126,0.0,0.0
2012-03-12,1.3152,0.0,0.0
2012-03-09,1.32051,0.0,0.0
2012-03-08,1.31782,1.3339,1.3019
2012-03-07,1.31483,1.3301,1.2998
2012-03-06,1.31833,1.3334,1.3035
2012-03-05,1.32267,0.0,0.0
2012-03-02,1.32849,1.345,1.3122
2012-03-01,1.33682,1.3519,1.3219
2012-02-29,1.34352,1.359,1.3282
2012-02-28,1.34306,1.3591,1.3272
2012-02-27,1.34189,1.3568,1.3272
2012-02-24,1.3358,0.0,0.0
2012-02-23,1.32659,0.0,0.0
2012-02-22,1.32392,1.3389,1.3091
2012-02-21,1.32376,1.3395,1.3082
2012-02-20,1.31973,1.3352,1.3044
2012-02-17,1.31061,1.3258,1.2956
2012-02-16,1.30722,1.3227,1.2919
2012-02-15,1.31381,1.3297,1.2982
2012-02-14,1.31859,1.3346,1.3028
2012-02-13,1.32364,1.34,1.3074
2012-02-10,1.32508,1.3401,1.3103
2012-02-09,1.3269,0.0,0.0
2012-02-08,1.3222,1.3373,1.3073
2012-02-07,1.31316,1.3279,1.2985
2012-02-06,1.3109,1.3261,1.2959
2012-02-03,1.31457,1.3307,1.2987
2012-02-02,1.31414,1.3289,1.2995
2012-02-01,1.31298,0.0,0.0
2012-01-31,1.31508,0.0,0.0
2012-01-30,1.31432,0.0,0.0
2012-01-27,1.31275,0.0,0.0
2012-01-26,1.30823,0.0,0.0
2012-01-25,1.30134,1.3164,1.2864
2012-01-24,1.29858,0.0,0.0
2012-01-23,1.29465,1.3108,1.2787
2012-01-20,1.2922,1.3082,1.2763
2012-01-19,1.28524,1.3011,1.2696
2012-01-18,1.27686,0.0,0.0
2012-01-17,1.27038,1.286,1.255
2012-01-16,1.27004,1.2857,1.2546
2012-01-13,1.27678,0.0,0.0
2012-01-12,1.27455,1.2899,1.2594
2012-01-11,1.27518,0.0,0.0
2012-01-10,1.27602,1.2905,1.2617
2012-01-09,1.27427,1.2892,1.2595
2012-01-06,1.28078,1.2955,1.2662
2012-01-05,1.29191,1.3074,1.2766
2012-01-04,1.30034,0.0,0.0
2012-01-03,1.29781,0.0,0.0
2012-01-02,1.29425,1.3086,1.2801
2011-12-30,1.29393,0.0,0.0
2011-12-29,1.29648,1.311,1.2821
2011-12-28,1.30486,0.0,0.0
2011-12-27,1.30657,0.0,0.0
2011-12-26,1.30612,0.0,0.0
2011-12-23,1.30575,1.3215,1.2902
2011-12-22,1.30682,0.0,0.0
2011-12-21,1.30741,1.3226,1.2924
2011-12-20,1.3035,0.0,0.0
2011-12-19,1.30236,1.3185,1.2865
2011-12-16,1.30206,1.318,1.2863
2011-12-15,1.30049,1.3166,1.2845
2011-12-14,1.30735,0.0,0.0
2011-12-13,1.32115,0.0,0.0
2011-12-12,1.33127,1.3468,1.3159
2011-12-09,1.33634,1.3519,1.3209
2011-12-08,1.33911,1.3558,1.3226
2011-12-07,1.33978,0.0,0.0
2011-12-06,1.34011,1.3564,1.324
2011-12-05,1.34406,0.0,0.0
2011-12-02,1.34595,0.0,0.0
2011-12-01,1.34256,1.3586,1.3267
2011-11-30,1.33524,1.3513,1.3194
2011-11-29,1.33338,1.3499,1.3171
2011-11-28,1.33108,0.0,0.0
2011-11-25,1.33109,1.3475,1.3149
2011-11-24,1.33879,0.0,0.0
2011-11-23,1.346,0.0,0.0
2011-11-22,1.35043,0.0,0.0
2011-11-21,1.35009,0.0,0.0
2011-11-18,1.3496,1.3662,1.3332
2011-11-17,1.34835,0.0,0.0
2011-11-16,1.35282,0.0,0.0
2011-11-15,1.3625,1.3791,1.3461
2011-11-14,1.369,1.3859,1.3523
2011-11-11,1.36236,1.3779,1.347
2011-11-10,1.36247,1.3777,1.3474
2011-11-09,1.37401,1.391,1.3573
2011-11-08,1.37716,0.0,0.0
2011-11-07,1.37762,1.3944,1.361
2011-11-04,1.37781,1.3931,1.3627
2011-11-03,1.37477,0.0,0.0
2011-11-02,1.37477,1.3901,1.3596
2011-11-01,1.38528,1.401,1.3697
2011-10-31,1.40713,1.4233,1.3911
2011-10-28,1.41184,0.0,0.0
2011-10-27,1.39898,1.4147,1.3834
2011-10-26,1.39096,1.4079,1.3742
2011-10-25,1.39045,1.4072,1.3739
2011-10-24,1.38564,1.402,1.3694
2011-10-21,1.37856,1.395,1.3623
2011-10-20,1.37607,1.3932,1.3591
2011-10-19,1.37679,1.3929,1.3609
2011-10-18,1.37674,0.0,0.0
2011-10-17,1.3816,1.3988,1.3646
2011-10-14,1.37899,1.3943,1.3639
2011-10-13,1.37473,1.3912,1.3585
2011-10-12,1.36833,0.0,0.0
2011-10-11,1.35982,1.3766,1.3433
2011-10-10,1.34986,0.0,0.0
2011-10-07,1.34059,1.3559,1.3254
2011-10-06,1.33437,0.0,0.0
2011-10-05,1.32799,0.0,0.0
2011-10-04,1.32527,1.3416,1.3091
2011-10-03,1.3392,0.0,0.0
2011-09-30,1.35392,1.3706,1.3374
2011-09-29,1.35972,0.0,0.0
2011-09-28,1.35822,1.3744,1.3423
2011-09-27,1.35224,1.3672,1.3374
2011-09-26,1.34777,1.3638,1.3319
2011-09-23,1.35051,0.0,0.0
2011-09-22,1.35818,0.0,0.0
2011-09-21,1.36803,1.3846,1.3517
2011-09-20,1.36621,1.3813,1.3513
2011-09-19,1.37244,1.3877,1.3573
2011-09-16,1.38116,0.0,0.0
2011-09-15,1.37518,0.0,0.0
2011-09-14,1.36811,1.3845,1.3519
2011-09-13,1.3644,1.3812,1.3478
2011-09-12,1.368,1.3842,1.352
2011-09-09,1.38959,0.0,0.0
2011-09-08,1.40336,1.4188,1.3881
2011-09-07,1.40586,1.4215,1.3904
2011-09-06,1.40928,1.426,1.3928
2011-09-05,1.41725,0.0,0.0
2011-09-02,1.42685,1.4436,1.4103
2011-09-01,1.43561,1.4531,1.4183
2011-08-31,1.44419,0.0,0.0
2011-08-30,1.44835,0.0,0.0
2011-08-29,1.44768,1.4641,1.4314
2011-08-26,1.44188,0.0,0.0
2011-08-25,1.4415,0.0,0.0
2011-08-24,1.442,0.0,0.0
2011-08-23,1.44006,0.0,0.0
2011-08-22,1.43694,0.0,0.0
2011-08-19,1.43582,1.4521,1.4197
2011-08-18,1.43928,1.4566,1.4222
2011-08-17,1.44164,0.0,0.0
2011-08-16,1.43849,0.0,0.0
2011-08-15,1.43028,1.4477,1.4131
2011-08-12,1.42176,0.0,0.0
2011-08-11,1.42454,0.0,0.0
2011-08-10,1.42792,1.4449,1.4111
2011-08-09,1.42484,1.4423,1.4076
2011-08-08,1.42351,1.441,1.4062
2011-08-05,1.41909,0.0,0.0
2011-08-04,1.42483,1.4421,1.4078
2011-08-03,1.42448,1.4405,1.4086
2011-08-02,1.4275,0.0,0.0
2011-08-01,1.4341,0.0,0.0
2011-07-29,1.43299,0.0,0.0
2011-07-28,1.43777,1.4554,1.4204
2011-07-27,1.44611,1.4637,1.4288
2011-07-26,1.44294,0.0,0.0
2011-07-25,1.43786,0.0,0.0
2011-07-22,1.4348,1.4509,1.4188
2011-07-21,1.42448,0.0,0.0
2011-07-20,1.41702,1.4335,1.4007
2011-07-19,1.41153,0.0,0.0
2011-07-18,1.4101,1.4262,1.3942
2011-07-15,1.41689,0.0,0.0
2011-07-14,1.41476,1.4313,1.3985
2011-07-13,1.40306,1.4203,1.3861
2011-07-12,1.4035,0.0,0.0
2011-07-11,1.41968,0.0,0.0
2011-07-08,1.43126,1.4491,1.4137
2011-07-07,1.4343,1.4508,1.4179
2011-07-06,1.44147,1.4588,1.4243
2011-07-05,1.45029,0.0,0.0
2011-07-04,1.45238,1.4705,1.4345
2011-07-01,1.44975,1.4666,1.4331
2011-06-30,1.44502,0.0,0.0
2011-06-29,1.43621,1.453,1.4196
2011-06-28,1.4269,1.4437,1.4103
2011-06-27,1.42079,0.0,0.0
2011-06-24,1.42375,1.4411,1.4066
2011-06-23,1.43026,1.4467,1.414
2011-06-22,1.43769,1.4539,1.4217
2011-06-21,1.43233,0.0,0.0
2011-06-20,1.42552,1.443,1.4083
2011-06-17,1.42039,1.4378,1.4032
2011-06-16,1.42177,1.4384,1.4053
2011-06-15,1.43738,0.0,0.0
2011-06-14,1.44114,1.458,1.4245
2011-06-13,1.43987,0.0,0.0
2011-06-10,1.45025,0.0,0.0
2011-06-09,1.46011,1.477,1.4434
2011-06-08,1.46386,0.0,0.0
2011-06-07,1.46319,1.4809,1.4457
2011-06-06,1.45853,1.4751,1.4421
2011-06-03,1.44795,0.0,0.0
2011-06-02,1.44094,0.0,0.0
2011-06-01,1.43977,1.4561,1.4237
2011-05-31,1.43432,1.4516,1.4173
2011-05-30,1.42617,0.0,0.0
2011-05-27,1.41977,1.4371,1.4027
2011-05-26,1.41155,1.4286,1.3947
2011-05-25,1.40728,0.0,0.0
2011-05-24,1.40683,0.0,0.0
2011-05-23,1.41359,0.0,0.0
2011-05-20,1.42677,0.0,0.0
2011-05-19,1.42642,0.0,0.0
2011-05-18,1.4222,1.4379,1.4067
2011-05-17,1.41582,1.4321,1.3997
2011-05-16,1.41658,0.0,0.0
2011-05-13,1.42137,1.437,1.4059
2011-05-12,1.42616,0.0,0.0
2011-05-11,1.43476,1.4513,1.4184
2011-05-10,1.43577,1.4533,1.4185
2011-05-09,1.44165,1.4594,1.4241
2011-05-06,1.45968,1.4772,1.4424
2011-05-05,1.47888,1.4973,1.4607
2011-05-04,1.48314,1.4997,1.4668
2011-05-03,1.48204,0.0,0.0
2011-05-02,1.48335,0.0,0.0
2011-04-29,1.48331,1.5005,1.4663
2011-04-28,1.47736,1.495,1.4599
2011-04-27,1.46488,0.0,0.0
2011-04-26,1.45856,1.476,1.4414
2011-04-25,1.45689,0.0,0.0
2011-04-22,1.45645,0.0,0.0
2011-04-21,1.4525,0.0,0.0
2011-04-20,1.43859,1.4565,1.4209
2011-04-19,1.42887,1.4464,1.4116
2011-04-18,1.43734,1.4532,1.4217
2011-04-15,1.44583,1.4634,1.4285
2011-04-14,1.44653,0.0,0.0
2011-04-13,1.44664,1.4638,1.4296
2011-04-12,1.44483,0.0,0.0
2011-04-11,1.44285,0.0,0.0
2011-04-08,1.4357,1.4517,1.4198
2011-04-07,1.42939,1.4462,1.4128
2011-04-06,1.42535,1.4417,1.4092
2011-04-05,1.42092,1.4373,1.4047
2011-04-04,1.42032,0.0,0.0
2011-04-01,1.41694,0.0,0.0
2011-03-31,1.41419,0.0,0.0
2011-03-30,1.40959,0.0,0.0
2011-03-29,1.40809,0.0,0.0
2011-03-28,1.40959,0.0,0.0
2011-03-25,1.41368,0.0,0.0
2011-03-24,1.41362,1.4293,1.3981
2011-03-23,1.41817,0.0,0.0
2011-03-22,1.42051,1.4365,1.4047
2011-03-21,1.41496,1.4319,1.3982
2011-03-18,1.40438,0.0,0.0
2011-03-17,1.39624,0.0,0.0
2011-03-16,1.39505,1.4105,1.3798
2011-03-15,1.39503,1.4104,1.3798
2011-03-14,1.39013,0.0,0.0
2011-03-11,1.38318,1.3998,1.3668
2011-03-10,1.38682,1.4036,1.3702
2011-03-09,1.39138,1.4074,1.3755
2011-03-08,1.39575,1.4123,1.3794
2011-03-07,1.39813,0.0,0.0
2011-03-04,1.3937,0.0,0.0
2011-03-03,1.38572,1.4018,1.3698
2011-03-02,1.38091,0.0,0.0
2011-03-01,1.38034,1.3965,1.3643
2011-02-28,1.37878,0.0,0.0
2011-02-25,1.37852,1.3951,1.3621
2011-02-24,1.37498,0.0,0.0
2011-02-23,1.36839,1.3843,1.3526
2011-02-22,1.36498,1.3807,1.3495
2011-02-21,1.3657,1.3818,1.3498
2011-02-18,1.36026,1.3753,1.3454
2011-02-17,1.35601,1.3725,1.3397
2011-02-16,1.35184,1.3669,1.337
2011-02-15,1.35034,1.366,1.3349
2011-02-14,1.35203,1.3678,1.3365
2011-02-11,1.35978,0.0,0.0
2011-02-10,1.36612,0.0,0.0
2011-02-09,1.3647,1.3803,1.3493
2011-02-08,1.36075,1.3763,1.3454
2011-02-07,1.35927,0.0,0.0
2011-02-04,1.36672,0.0,0.0
2011-02-03,1.3777,0.0,0.0
2011-02-02,1.37947,1.396,1.3631
2011-02-01,1.37063,0.0,0.0
2011-01-31,1.36611,1.3813,1.3511
2011-01-28,1.36974,1.3863,1.3533
2011-01-27,1.36999,0.0,0.0
2011-01-26,1.367,1.3831,1.3511
2011-01-25,1.36291,1.3787,1.3473
2011-01-24,1.35772,1.3738,1.3419
2011-01-21,1.3502,1.3664,1.3342
2011-01-20,1.34586,0.0,0.0
2011-01-19,1.34148,1.3565,1.3266
2011-01-18,1.33366,0.0,0.0
2011-01-17,1.3332,1.3493,1.3172
2011-01-14,1.32949,0.0,0.0
2011-01-13,1.31257,0.0,0.0
2011-01-12,1.29948,1.3152,1.284
2011-01-11,1.29349,0.0,0.0
2011-01-10,1.29393,0.0,0.0
2011-01-07,1.30241,1.3184,1.2866
2011-01-06,1.31572,0.0,0.0
2011-01-05,1.32824,0.0,0.0
2011-01-04,1.33425,1.3498,1.3189
2011-01-03,1.33318,0.0,0.0
2010-12-31,1.33079,1.3457,1.3161
2010-12-30,1.32085,0.0,0.0
2010-12-29,1.31603,1.3324,1.2999
2010-12-28,1.31746,1.3335,1.3016
2010-12-27,1.31307,1.3295,1.2969
2010-12-24,1.31153,1.3276,1.2957
2010-12-23,1.31093,1.3265,1.2955
2010-12-22,1.31279,0.0,0.0
2010-12-21,1.31465,1.3299,1.2995
2010-12-20,1.3188,0.0,0.0
2010-12-17,1.32415,1.3407,1.3078
2010-12-16,1.32629,0.0,0.0
2010-12-15,1.3358,0.0,0.0
2010-12-14,1.33514,0.0,0.0
2010-12-13,1.32532,1.3404,1.3104
2010-12-10,1.32455,1.3401,1.3092
2010-12-09,1.32481,0.0,0.0
2010-12-08,1.32721,1.3422,1.3124
2010-12-07,1.33302,1.3477,1.3185
2010-12-06,1.3307,1.3467,1.3149
2010-12-03,1.3223,0.0,0.0
2010-12-02,1.31154,0.0,0.0
2010-12-01,1.30591,0.0,0.0
2010-11-30,1.31128,0.0,0.0
2010-11-29,1.3226,0.0,0.0
2010-11-26,1.33009,1.346,1.3144
2010-11-25,1.33508,0.0,0.0
2010-11-24,1.34275,1.3587,1.327
2010-11-23,1.35935,0.0,0.0
2010-11-22,1.36854,0.0,0.0
2010-11-19,1.36374,0.0,0.0
2010-11-18,1.35654,1.3728,1.3405
2010-11-17,1.35321,1.3689,1.3377
2010-11-16,1.36051,1.3768,1.3444
2010-11-15,1.36587,1.3817,1.3502
2010-11-12,1.36939,0.0,0.0
2010-11-11,1.37491,1.3905,1.3595
2010-11-10,1.38117,0.0,0.0
2010-11-09,1.39115,1.4076,1.3749
2010-11-08,1.4028,1.4188,1.387
2010-11-05,1.41599,0.0,0.0
2010-11-04,1.41291,1.4297,1.3963
2010-11-03,1.4009,0.0,0.0
2010-11-02,1.39576,1.4119,1.3798
2010-11-01,1.39254,1.408,1.3772
2010-10-29,1.38859,1.4044,1.3729
2010-10-28,1.38433,0.0,0.0
2010-10-27,1.38373,1.3991,1.3685
2010-10-26,1.39478,1.4103,1.3794
2010-10-25,1.39808,0.0,0.0
2010-10-22,1.3944,0.0,0.0
2010-10-21,1.39342,1.4095,1.3775
2010-10-20,1.38628,0.0,0.0
2010-10-19,1.38778,0.0,0.0
2010-10-18,1.39672,1.4134,1.3802
